"QID","value","article"
"Q3023540","G7N2-Z9F","https://en.wikipedia.org/wiki/Princess_Der_Ling"
"Q3026877","GZ6B-PV1","https://en.wikipedia.org/wiki/Prince_Waldemar_of_Prussia_(1868%E2%80%931879)"
"Q3048440","M1Y9-M8B","https://en.wikipedia.org/wiki/Edward_Askew_Sothern"
"Q3048498","9K45-CWM","https://en.wikipedia.org/wiki/Edward_Doubleday"
"Q3087086","G9N2-VJH","https://en.wikipedia.org/wiki/Frederick_Philbrick"
"Q3093467","L8K1-LPX",NA
"Q3172235","G9V4-7RN","https://en.wikipedia.org/wiki/Jean_Gascon"
"Q3178689","LHW2-2W5","https://en.wikipedia.org/wiki/Jill_Balcon"
"Q3180071","L2LB-XXV","https://en.wikipedia.org/wiki/Joe_Garagiola_Sr."
"Q3181572","KH69-KL4","https://en.wikipedia.org/wiki/John_Spencer-Churchill_(artist)"
"Q3187222","L634-HNQ","https://en.wikipedia.org/wiki/Joyce_Brothers"
"Q3239699","G36Z-YXT","https://en.wikipedia.org/wiki/Matthew_Hopkins"
"Q3296891","94Q8-NPW","https://en.wikipedia.org/wiki/Crawford_Goldsby"
"Q3368743","GQ9X-NJ8","https://en.wikipedia.org/wiki/Nikolai_Nissen_Paus"
"Q3370517","LBSB-XN4","https://en.wikipedia.org/wiki/Paul_Ashley_Chase"
"Q3398990","MYBX-RYG","https://en.wikipedia.org/wiki/Frances_Alda"
"Q3497655","L8WP-KZ5","https://en.wikipedia.org/wiki/George_Grantham_Bain"
"Q3525150","M3QC-79Z",NA
"Q3525248","L5PK-877","https://en.wikipedia.org/wiki/Thomas_Jefferson_(actor)"
"Q3563524","M7GR-DL7","https://en.wikipedia.org/wiki/Emanuel_R%C3%A1dl"
"Q3568439","9S3H-3Z8","https://en.wikipedia.org/wiki/William_Blackwood"
"Q3568974","2794-M1B","https://en.wikipedia.org/wiki/W._S._Loggie"
"Q3624276","LZ3J-8XX",NA
"Q3676062","MMKD-265","https://en.wikipedia.org/wiki/John_Nevill,_5th_Marquess_of_Abergavenny"
"Q3759713","LVGC-Y4P","https://en.wikipedia.org/wiki/Genevieve_Hamper"
"Q3809218","K23G-S63","https://en.wikipedia.org/wiki/John_Drew_Sr."
"Q3828139","L2BZ-74N","https://en.wikipedia.org/wiki/Lawrence_Fertig"
"Q4083980","GS6R-NCX",NA
"Q4195778","L8B6-F1W",NA
"Q4195955","KNFL-BX5",NA
"Q4353707","K8GY-7V2","https://en.wikipedia.org/wiki/Carter_DeHaven"
"Q4354680","LQ5R-86C","https://en.wikipedia.org/wiki/Fran_Striker"
"Q4356809","G4HG-1XF","https://en.wikipedia.org/wiki/Marilyn_McCord_Adams"
"Q4393299","KCHT-B9W","https://en.wikipedia.org/wiki/Peter_Rainier_(Royal_Navy_officer,_born_1741)"
"Q4402153","GQ5S-2CM",NA
"Q4419334","L2K2-S12","https://en.wikipedia.org/wiki/Pedro_da_Silva_(post_courier)"
"Q4647877","G7GZ-XP8","https://en.wikipedia.org/wiki/A._J._A._Symons"
"Q4669383","LZVN-53L","https://en.wikipedia.org/wiki/Abram_S._Piatt"
"Q4678866","LCV5-MHX","https://en.wikipedia.org/wiki/Adam_Clayton_Powell_Sr."
"Q4681873","9VGM-SMQ","https://en.wikipedia.org/wiki/Adele_Capell,_Countess_of_Essex"
"Q4709858","L41M-GM6","https://en.wikipedia.org/wiki/Albert_C._Houghton"
"Q4710231","K2R4-N51","https://en.wikipedia.org/wiki/Albert_Francis_Hegenberger"
"Q4710526","LR1J-8QD","https://en.wikipedia.org/wiki/Albert_Illingworth,_1st_Baron_Illingworth"
"Q4714239","LJVW-ZZF","https://en.wikipedia.org/wiki/Alec_Peterson"
"Q4722736","L2BY-RB1","https://en.wikipedia.org/wiki/Alfred_Gissing"
"Q4726134","LBLS-Z7L","https://en.wikipedia.org/wiki/Alice_Underwood_Fitch"
"Q4735311","9H8Y-J6K","https://en.wikipedia.org/wiki/Alpheus_Spring_Packard_Sr."
"Q4757382","LHP3-JP9","https://en.wikipedia.org/wiki/Andrew_Hynes"
"Q4757522","99GY-D4D","https://en.wikipedia.org/wiki/Andrew_Johnston_(English_politician)"
"Q4767446","21R5-FR2","https://en.wikipedia.org/wiki/Anna_Roosevelt_Halsted"
"Q4773672","MZLR-B2R","https://en.wikipedia.org/wiki/Walton_Evans"
"Q4795029","GSSP-G1J","https://en.wikipedia.org/wiki/Arnold_E._Samuelson"
"Q4800335","GWHK-S17","https://en.wikipedia.org/wiki/Arthur_Spiegel"
"Q4820639","LCRT-MV2","https://en.wikipedia.org/wiki/August_Anheuser_Busch_Sr."
"Q4820663","LBD3-XPK","https://en.wikipedia.org/wiki/August_Busch_III"
"Q4830390","KHHW-9NP","https://en.wikipedia.org/wiki/Axel_%C3%96rbom"
"Q4859300","L567-23S","https://en.wikipedia.org/wiki/Barbara_Siggers_Franklin"
"Q4867127","9VHD-GJ7","https://en.wikipedia.org/wiki/Basil_Brooke_(Royal_Navy_officer,_born_1895)"
"Q4885694","L244-CPY","https://en.wikipedia.org/wiki/Ben_Gage"
"Q4924150","LC61-9BS","https://en.wikipedia.org/wiki/Blair_Niles"
"Q4937996","G7B9-2GS","https://en.wikipedia.org/wiki/Marilyn_Bell"
"Q4967393","GQMP-93B","https://en.wikipedia.org/wiki/Ruth_Milles"
"Q4970156","G85P-YH4","https://en.wikipedia.org/wiki/Ester_Blenda_Nordstr%C3%B6m"
"Q4992745","97DX-X3B","https://en.wikipedia.org/wiki/Rutger_Macklean"
"Q5028020","LVC9-3GD","https://en.wikipedia.org/wiki/Campbell_Christie_(writer)"
"Q5038984","L1RN-XRW","https://en.wikipedia.org/wiki/Carel_Hendrik_Bartels"
"Q5040788","KZJD-ZKR","https://en.wikipedia.org/wiki/Carl_Schwartz"
"Q5074767","GV9T-CSH","https://en.wikipedia.org/wiki/Charles_%22Charlie%22_White"
"Q5074927","LBQT-FXL","https://en.wikipedia.org/wiki/Charles_A._West"
"Q5075086","KZLF-J89","https://en.wikipedia.org/wiki/Charles_Allen_Munn"
"Q5076858","9CWR-3JB","https://en.wikipedia.org/wiki/Charles_Dickinson_(historical_figure)"
"Q5078612","GCZY-4V5","https://en.wikipedia.org/wiki/Charles_H._O%27Neill"
"Q5079659","LYGZ-KJG","https://en.wikipedia.org/wiki/Charles_K._Lexow"
"Q5080450","G993-CP1","https://en.wikipedia.org/wiki/Charles_M._Egan"
"Q5083036","KPDV-TLT","https://en.wikipedia.org/wiki/Charles-%C3%89mile_Trudeau"
"Q5093534","L7B6-B5T","https://en.wikipedia.org/wiki/Chester_David_Hartranft"
"Q5110017","LDQ1-4QR",NA
"Q5112071","GSYR-MFL","https://en.wikipedia.org/wiki/Christopher_Casson"
"Q5122270","LH8G-P51","https://en.wikipedia.org/wiki/Cissy_Patterson"
"Q5171304","93CN-MD9","https://en.wikipedia.org/wiki/Cornelius_Berenberg"
"Q5218296","9ZM3-FM1","https://en.wikipedia.org/wiki/Daniel_O%27Day"
"Q5234252","VGYH-DF3","https://en.wikipedia.org/wiki/David_Gordon_(software_entrepreneur)"
"Q5258828","LY5Q-WS3","https://en.wikipedia.org/wiki/Dennis_P._Collins"
"Q5293769","L61B-5Z2","https://en.wikipedia.org/wiki/Don_Zimmer"
"Q5294021","G3M6-J1J","https://en.wikipedia.org/wiki/Donald_Baverstock"
"Q5294781","L6P1-43S","https://en.wikipedia.org/wiki/Donald_Maclean,_1st_Laird_of_Brolas"
"Q5294836","G6XC-GJL","https://en.wikipedia.org/wiki/Donald_McGill"
"Q5297944","9WL7-K18","https://en.wikipedia.org/wiki/Doris_Holmes_Blake"
"Q5301314","LZGT-V9Z","https://en.wikipedia.org/wiki/Douglas_Campbell_(aviator)"
"Q5335991","LR7D-B62","https://en.wikipedia.org/wiki/Eddie_Dyer"
"Q5339593","G339-MCM","https://en.wikipedia.org/wiki/Edmund_Fowler"
"Q5341906","LBS7-P99",NA
"Q5344628","9V56-NCF","https://en.wikipedia.org/wiki/Edward_Nixon"
"Q5346204","KD3R-SQK","https://en.wikipedia.org/wiki/Edwin_Arden"
"Q5346798","LWVN-GCM","https://en.wikipedia.org/wiki/Edwin_S._Webster"
"Q5347460","GW1Q-9PC","https://en.wikipedia.org/wiki/Effie_Adelaide_Rowlands"
"Q5347475","LH79-BZ2","https://en.wikipedia.org/wiki/Effie_Shannon"
"Q5347494","LWB8-6FS","https://en.wikipedia.org/wiki/Effingham_Wilson"
"Q5363475","LZKN-HNF","https://en.wikipedia.org/wiki/Elizabeth_Schuyler_Hamilton"
"Q5371349","9ZS9-BHY","https://en.wikipedia.org/wiki/Emil_Liebling"
"Q5371410","9SS3-JX5","https://en.wikipedia.org/wiki/Emil_Praeger"
"Q5407410","KW83-NXQ","https://en.wikipedia.org/wiki/Eugene_L._Roberts"
"Q5415565","G6D2-J11","https://en.wikipedia.org/wiki/Evan_Watkins"
"Q5423429","KCQX-9FK","https://en.wikipedia.org/wiki/Ezra_Weeks"
"Q5460343","K8C5-NGB","https://en.wikipedia.org/wiki/Flora_Parker_DeHaven"
"Q5460365","G3CV-LGT","https://en.wikipedia.org/wiki/Flora_Wambaugh_Patterson"
"Q5462413","LK2N-2GF",NA
"Q5462477","LHX7-GFJ","https://en.wikipedia.org/wiki/Floyd_M._Riddick"
"Q5480299","KHX3-YKM","https://en.wikipedia.org/wiki/Francis_Bowes_Sayre_Jr."
"Q5481355","LDP2-Y94","https://en.wikipedia.org/wiki/Francis_Hugo"
"Q5485472","KZF8-BQ8","https://en.wikipedia.org/wiki/Frank_Brett_Noyes"
"Q5486927","9D4Y-SY2","https://en.wikipedia.org/wiki/Frank_Grant_(baseball)"
"Q5491382","KFRP-FK3","https://en.wikipedia.org/wiki/Franklin_Corwin"
"Q5495466","LCQV-JS9","https://en.wikipedia.org/wiki/Fred_Hoey_(baseball_manager)"
"Q5497061","LZPM-3FW","https://en.wikipedia.org/wiki/Frederic_Ives_Lord"
"Q5498159","MR2Z-NW1","https://en.wikipedia.org/wiki/Frederick_John_Jackson"
"Q5498753","GDFB-XNM","https://en.wikipedia.org/wiki/Frederick_Snowdon_Corrance"
"Q5518822","GN1L-59R","https://en.wikipedia.org/wiki/Gallagher_(comedian)"
"Q5533194","KZ12-JFP","https://en.wikipedia.org/wiki/Genille_Cave-Browne-Cave"
"Q5535746","K4BD-VF9","https://en.wikipedia.org/wiki/Georg_Liebling"
"Q5536061","MSJ7-RP6","https://en.wikipedia.org/wiki/George_Adam_Smith"
"Q5536797","M7C1-KWY","https://en.wikipedia.org/wiki/George_Bax_Holmes"
"Q5537975","9VHF-6D1","https://en.wikipedia.org/wiki/George_Clifford_Shedd"
"Q5539126","G6ZJ-HF1","https://en.wikipedia.org/wiki/George_F._Mobley"
"Q5540691","LLCS-2VP","https://en.wikipedia.org/wiki/George_Holmes_Challies"
"Q5540949","KH1T-BJN","https://en.wikipedia.org/wiki/George_Inness_Jr."
"Q5544273","LYMP-2J5","https://en.wikipedia.org/wiki/George_Sanford_(American_football)"
"Q5544722","GQ7Z-233","https://en.wikipedia.org/wiki/George_Speaight"
"Q5545840","G9PR-LXG","https://en.wikipedia.org/wiki/George_Wallington_Grabham"
"Q5562197","G3M6-N54","https://en.wikipedia.org/wiki/Gillian_Baverstock"
"Q5568911","KZ7N-B25","https://en.wikipedia.org/wiki/Isidor_Behrens"
"Q5574315","LYNQ-T5V","https://en.wikipedia.org/wiki/Lloyd_W._Bertaud"
"Q5579732","LZLF-CH7",NA
"Q5590203","MMVT-JFJ",NA
"Q5591064","LHKW-S7B","https://en.wikipedia.org/wiki/Fowell_Buxton"
"Q5601221","KPWJ-MQH",NA
"Q5606087","KZ3C-774",NA
"Q5619091","LRWC-WQW","https://en.wikipedia.org/wiki/Gunnar_Nilsson_(trade_unionist)"
"Q5621566","KZTK-SHN","https://en.wikipedia.org/wiki/L._J._Dickinson"
"Q5628632","K247-46Q","https://en.wikipedia.org/wiki/H._W._Ambruster"
"Q5662661","LT7Y-MP5","https://en.wikipedia.org/wiki/Harold_Ware"
"Q5702978","LCFC-TY8","https://en.wikipedia.org/wiki/Helen_Phillips_(soprano)"
"Q5718725","LCFH-M5Z","https://en.wikipedia.org/wiki/Henry_Browne_Blackwell"
"Q5719108","GSZ9-WD9",NA
"Q5720365","MNVX-M8Y","https://en.wikipedia.org/wiki/Henry_Disston"
"Q5724067","MTJ9-Z2J","https://en.wikipedia.org/wiki/Henry_Jones_Ford"
"Q5727135","9H1P-LRM","https://en.wikipedia.org/wiki/Bertha_Marion_Lahman"
"Q5727906","LYHK-WM7","https://en.wikipedia.org/wiki/Henry_S._Tanner_(doctor)"
"Q5734467","24RL-Y1V","https://en.wikipedia.org/wiki/Herbert_Hoover_Jr."
"Q5740337","L413-R9F","https://en.wikipedia.org/wiki/Herman_Wedemeyer"
"Q5859073","G6KR-J1K",NA
"Q5894710","L2KZ-55K","https://en.wikipedia.org/wiki/Herbert_Fuller_Wernham"
"Q5902193","96Y4-VRV","https://en.wikipedia.org/wiki/Horace_Tozer"
"Q5919650","2WCS-3H5","https://en.wikipedia.org/wiki/Howard_Fowler"
"Q5966835","G9DW-S6S",NA
"Q6077198","LCPH-8LH","https://en.wikipedia.org/wiki/Isaac_Taylor_(1759%E2%80%931829)"
"Q6104059","L24J-TD4",NA
"Q6105870","MS39-LC4","https://en.wikipedia.org/wiki/J._H._Curle"
"Q6109213","GWH6-9Z8","https://en.wikipedia.org/wiki/Basil_Goulding"
"Q6114554","L7BX-YJW","https://en.wikipedia.org/wiki/Jack_Pease,_1st_Baron_Gainford"
"Q6133065","9KMZ-B94","https://en.wikipedia.org/wiki/James_E._Davis_(Los_Angeles_police_officer)"
"Q6139044","M29K-FPZ","https://en.wikipedia.org/wiki/James_Mason_Hoppin"
"Q6140256","LBBX-523","https://en.wikipedia.org/wiki/James_N._Robey"
"Q6143109","L5X6-JC7","https://en.wikipedia.org/wiki/James_Sherrard_Armstrong"
"Q6146014","LYP6-4HZ",NA
"Q6166369","GZZF-95Z","https://en.wikipedia.org/wiki/Jay_Barbree"
"Q6184676","LBM4-RK3","https://en.wikipedia.org/wiki/Jerry_Wunderlich_(racing_driver)"
"Q6197865","LYF8-411","https://en.wikipedia.org/wiki/Jim_Rose_(journalist)"
"Q6226710","G496-CNC","https://en.wikipedia.org/wiki/John_Collingwood_Bruce"
"Q6234102","LZJK-KW6","https://en.wikipedia.org/wiki/John_Frederick_Bateman"
"Q6235869","9SNQ-RCG","https://en.wikipedia.org/wiki/John_Gough_(natural_philosopher)"
"Q6240065","LJY7-QD4","https://en.wikipedia.org/wiki/John_Howard_Lindauer"
"Q6243470","LWJL-GDK","https://en.wikipedia.org/wiki/John_M._Krum"
"Q6256688","LHFH-FH4","https://en.wikipedia.org/wiki/John_Sargent_Pillsbury_Jr."
"Q6261044","L4P2-3KJ","https://en.wikipedia.org/wiki/John_Torrey_Morse"
"Q6283072","LHBP-477","https://en.wikipedia.org/wiki/Joseph_Field"
"Q6317436","K4X4-5BG","https://en.wikipedia.org/wiki/Justin_Butterfield"
"Q6376189","K6MV-LZT","https://en.wikipedia.org/wiki/Katharine_Furse"
"Q6376366","K84V-KV2","https://en.wikipedia.org/wiki/Katherine_Emmons_Force"
"Q6376713","GXQB-DMZ","https://en.wikipedia.org/wiki/Kathleen_Freeman_(classicist)"
"Q6522178","9V7X-WZH","https://en.wikipedia.org/wiki/Lena_Springs"
"Q6530079","G8WP-LVL",NA
"Q6530079","LYMY-DLG",NA
"Q6659667","KHDL-7X9","https://en.wikipedia.org/wiki/Livingston_Mims"
"Q6687120","KHH6-R6J","https://en.wikipedia.org/wiki/Louis_Ezekiel_Stoddard"
"Q6759426","9VNK-B23","https://en.wikipedia.org/wiki/Margaret_French_Cresson"
"Q6759761","LHSH-JN6","https://en.wikipedia.org/wiki/Margaret_Murray_Washington"
"Q6760803","LX76-9X8","https://en.wikipedia.org/wiki/Marguerite_Namara"
"Q6770382","GHJW-MRK","https://en.wikipedia.org/wiki/Mark_Wilson_(magician)"
"Q6773698","KL1V-JPG","https://en.wikipedia.org/wiki/Marshall_McDonald"
"Q6780100","LKYY-RW4","https://en.wikipedia.org/wiki/Mary_Livingston_Ripley"
"Q6780113","LYHC-Q6S","https://en.wikipedia.org/wiki/Mary_Loretta_Kennedy"
"Q6831487","9XNF-KGD","https://en.wikipedia.org/wiki/Michael_J._Perkins"
"Q6847258","LY51-JJM","https://en.wikipedia.org/wiki/Oliver_Battcock"
"Q6962237","M4X6-SCM","https://en.wikipedia.org/wiki/Nan_Wood_Graham"
"Q6969756","K69W-T66","https://en.wikipedia.org/wiki/Nathaniel_McLean"
"Q6969802","K838-R3X","https://en.wikipedia.org/wiki/Nathaniel_Peabody_Rogers"
"Q7031479","2Z33-KLN","https://en.wikipedia.org/wiki/Niels_Ebbesen_Hansen"
"Q7052502","LZ5V-F3V","https://en.wikipedia.org/wiki/Norman_Livermore"
"Q7088390","LKYT-CGV","https://en.wikipedia.org/wiki/Ollokot"
"Q7172060","G42D-5RQ","https://en.wikipedia.org/wiki/Pete_Kilduff"
"Q7172783","KFR7-QSY","https://en.wikipedia.org/wiki/Peter_Bentley_Sr."
"Q7183894","K87W-425","https://en.wikipedia.org/wiki/Philip_Kiliaen_van_Rensselaer"
"Q7186343","L715-VD5","https://en.wikipedia.org/wiki/Phineas_C._Dummer"
"Q7202476","KH89-D7L","https://en.wikipedia.org/wiki/Platt_Rogers_Spencer"
"Q7293978","L13S-VR2","https://en.wikipedia.org/wiki/Raphael_Kaulla"
"Q7310288","KLB9-7S1","https://en.wikipedia.org/wiki/Reine_Davies"
"Q7311890","G7X3-WR9","https://en.wikipedia.org/wiki/Remington_D._B._Vernam"
"Q7319219","L1LM-HLQ","https://en.wikipedia.org/wiki/Rex_Humbard"
"Q7319580","MFR8-TWQ","https://en.wikipedia.org/wiki/Reynell_Cotton"
"Q7323845","9WNR-S7V","https://en.wikipedia.org/wiki/Richard_B._Connolly"
"Q7345370","G89J-13L","https://en.wikipedia.org/wiki/Robert_Hedges_(baseball)"
"Q7367231","L629-GHF","https://en.wikipedia.org/wiki/Rosalind_Hamilton,_Duchess_of_Abercorn"
"Q7367972","LTLY-8H2","https://en.wikipedia.org/wiki/Rose_Van_Thyn"
"Q7380257","GSB9-HK1","https://en.wikipedia.org/wiki/Rupert_Brabner"
"Q7405200","L25H-RFF","https://en.wikipedia.org/wiki/Sally_Liebling"
"Q7411099","2S77-MGP","https://en.wikipedia.org/wiki/Samuel_Charters_(politician)"
"Q7456612","LTRD-GGJ","https://en.wikipedia.org/wiki/Seth_Taft"
"Q7476639","LR3R-CDK","https://en.wikipedia.org/wiki/Victor_Hammer_(businessman)"
"Q7498705","K8VP-LXB","https://en.wikipedia.org/wiki/Shirley_Brooks"
"Q7526274","GDPR-293","https://en.wikipedia.org/wiki/Sir_Charles_Palmer,_1st_Baronet"
"Q7527650","93VQ-SJT","https://en.wikipedia.org/wiki/Sir_John_Cargill,_1st_Baronet"
"Q7528615","LCZM-D39","https://en.wikipedia.org/wiki/Sir_Richard_Levinge,_1st_Baronet"
"Q7529516","KNWL-C85","https://en.wikipedia.org/wiki/Sir_William_Bull,_1st_Baronet"
"Q7529521","9MXJ-9X5","https://en.wikipedia.org/wiki/Cameron_Gull"
"Q7633671","G9K7-DYN","https://en.wikipedia.org/wiki/Suddy_Gilmour"
"Q7647623","9VGM-QTS","https://en.wikipedia.org/wiki/Susan_Buchan"
"Q7648727","LDQG-PC7","https://en.wikipedia.org/wiki/Susannah_Lattin"
"Q7791986","M6MW-2JT","https://en.wikipedia.org/wiki/Thomas_Lyde_Hornbrook"
"Q7792033","L29B-7YD","https://en.wikipedia.org/wiki/Thomas_M._Carnegie"
"Q7794491","K25D-8R4","https://en.wikipedia.org/wiki/Thomas_Tobin"
"Q7794491","L16C-2QL","https://en.wikipedia.org/wiki/Thomas_Tobin"
"Q7794576","L4CR-GKQ","https://en.wikipedia.org/wiki/Thomas_Trueblood"
"Q7808576","G76P-5JL","https://en.wikipedia.org/wiki/Tiny_Brauer"
"Q7819658","KL6B-1ZV","https://en.wikipedia.org/wiki/Tommy_Manville"
"Q7882112","LCDZ-J47","https://en.wikipedia.org/wiki/Una_Hunt"
"Q7918860","GM23-KLB","https://en.wikipedia.org/wiki/Velda_Johnston"
"Q7926263","LDM8-5RK","https://en.wikipedia.org/wiki/Victor_Raikes"
"Q7927132","LVL7-RDV","https://en.wikipedia.org/wiki/Victoria_Ward_(actress)"
"Q7965674","KFTK-NBM","https://en.wikipedia.org/wiki/Walter_Morosco"
"Q7965904","L2V3-MBY","https://en.wikipedia.org/wiki/Walter_R._Taliaferro"
"Q7970414","LH51-H53","https://en.wikipedia.org/wiki/Warren_Olney"
"Q7981465","LH2J-S6C","https://en.wikipedia.org/wiki/Wellington_R._Burt"
"Q8004507","295Z-JS8","https://en.wikipedia.org/wiki/William_Appleton_Potter"
"Q8004607","LHQV-V8N","https://en.wikipedia.org/wiki/William_Ashbrook_Kellerman"
"Q8006854","GZSN-Q75","https://en.wikipedia.org/wiki/William_Clarke_(mayor)"
"Q8006910","2MR6-YSP","https://en.wikipedia.org/wiki/William_Close"
"Q8006994","L25Q-8YG","https://en.wikipedia.org/wiki/William_Collier_Sr."
"Q8009288","L1GG-8B5","https://en.wikipedia.org/wiki/William_Foyle"
"Q8010280","M2SB-6MJ","https://en.wikipedia.org/wiki/William_Gurney_Benham"
"Q8010703","LTC2-BBP","https://en.wikipedia.org/wiki/William_Haggin_Perry"
"Q8013965","L1H4-SWV","https://en.wikipedia.org/wiki/William_Ker_(footballer)"
"Q8015924","LBT1-94X","https://en.wikipedia.org/wiki/William_Munro_Kerr"
"Q8016262","K8MZ-WBH","https://en.wikipedia.org/wiki/William_O%27Shea"
"Q8017575","KGC4-9LQ","https://en.wikipedia.org/wiki/William_Ridenbaugh"
"Q8017920","KL66-3DN","https://en.wikipedia.org/wiki/William_S._Cowles"
"Q8019759","MCGD-LWH","https://en.wikipedia.org/wiki/William_Weaver_Bennett"
"Q9561655","GS5W-X2L",NA
"Q10285417","KLXC-GMY",NA
"Q10305197","L29P-VN4","https://en.wikipedia.org/wiki/Jane_Abbott"
"Q10346400","LD9Y-C6D",NA
"Q10350605","KD3F-9SL",NA
"Q10383078","LRBY-TQB",NA
"Q10526270","GD47-BSV","https://en.wikipedia.org/wiki/Haydn_Morley"
"Q10944214","LJVH-C5L",NA
"Q10944283","G3XM-14Q",NA
"Q10944360","G6VQ-5WG",NA
"Q11331342","99M5-SK2","https://en.wikipedia.org/wiki/Pietro_Cimara"
"Q11463927","G9G7-P13",NA
"Q11836139","GX7D-K36","https://en.wikipedia.org/wiki/Du%C5%A1an_Klein"
"Q11866281","LVYH-QYW","https://en.wikipedia.org/wiki/Jean_Thesl%C3%B6f"
"Q12028541","9VWV-Q5V",NA
"Q12032978","G9XY-D8J",NA
"Q12036273","GX4D-RDJ","https://en.wikipedia.org/wiki/Meda_Ml%C3%A1dkov%C3%A1"
"Q12054356","943X-QS4","https://en.wikipedia.org/wiki/Silas_Casey"
"Q12356535","GHNT-RQ1",NA
"Q12786468","GZ5G-WSN",NA
"Q13562987","L2GG-WMP","https://en.wikipedia.org/wiki/Muriel_Draper"
"Q14623675","GQ5Z-M4D",NA
"Q14945417","LTYQ-CGH","https://en.wikipedia.org/wiki/Robert_Grosvenor,_1st_Baron_Ebury"
"Q14949400","KCYG-7B8","https://en.wikipedia.org/wiki/Nicholas_Conyngham_Tindal"
"Q15214017","KCT3-8GQ","https://en.wikipedia.org/wiki/Augustine_Stow"
"Q15406049","LZYR-KYD","https://en.wikipedia.org/wiki/Malcolm_Playfair_Anderson"
"Q15434031","G394-24R","https://en.wikipedia.org/wiki/Avril_Dankworth"
"Q15434500","M2WB-NK4","https://en.wikipedia.org/wiki/Carl_Albrecht_(psychologist)"
"Q15454363","KZ4C-WXH","https://en.wikipedia.org/wiki/James_Monroe_Trotter"
"Q15457915","K42S-699","https://en.wikipedia.org/wiki/Eleanor_Robson_Belmont"
"Q15485540","MP2Y-3N9","https://en.wikipedia.org/wiki/Nicholas_Roosevelt_(diplomat)"
"Q15486580","KLXR-DWZ","https://en.wikipedia.org/wiki/Orville_Harrold"
"Q15490165","KHSL-QD9","https://en.wikipedia.org/wiki/William_Oxley_Thompson"
"Q15505598","LZNL-KFL","https://en.wikipedia.org/wiki/Harold_M._Sewall"
"Q15526726","9J48-7KX","https://en.wikipedia.org/wiki/Benjamin_Waugh"
"Q15627074","KGPW-GS3","https://en.wikipedia.org/wiki/Agnes_Lee"
"Q15916427","279W-WNR","https://en.wikipedia.org/wiki/John_Calvin_Ferguson"
"Q15975464","97BL-4JL","https://en.wikipedia.org/wiki/Concordia_Merrel"
"Q15982328","KJWS-KW1","https://en.wikipedia.org/wiki/Hussein_Obama"
"Q15994293","LBLW-4TL","https://en.wikipedia.org/wiki/Thomas_W._Naylor_Beckett"
"Q15995842","MWX5-MN2","https://en.wikipedia.org/wiki/Abby_Scott_Baker"
"Q15997619","KDS9-6H1","https://en.wikipedia.org/wiki/William_A._Durant"
"Q15998052","K8L6-6SX","https://en.wikipedia.org/wiki/John_W._Blodgett"
"Q15998067","G645-VFP","https://en.wikipedia.org/wiki/Michael_C._Chorlton"
"Q15999349","LK55-89D","https://en.wikipedia.org/wiki/Edwin_Mims"
"Q15999645","KGB5-9VC","https://en.wikipedia.org/wiki/Julia_Lynch_Olin"
"Q16001875","LT2S-YLS","https://en.wikipedia.org/wiki/Hester_Adrian,_Baroness_Adrian"
"Q16002980","9VDR-PMB","https://en.wikipedia.org/wiki/George_Drummond_(cricketer)"
"Q16003530","GNBK-RJH","https://en.wikipedia.org/wiki/C._J._Ball"
"Q16007008","LYB5-2RQ","https://en.wikipedia.org/wiki/Robert_Gordon_(actor)"
"Q16007168","G4B3-CZX","https://en.wikipedia.org/wiki/Dale_Womersley"
"Q16011652","LZ6J-TLC","https://en.wikipedia.org/wiki/Hilyard_Robinson"
"Q16015647","G912-L84","https://en.wikipedia.org/wiki/Linda_Taylor"
"Q16029312","KK92-JRD","https://en.wikipedia.org/wiki/William_Elliott_(actor,_born_1879)"
"Q16029953","9QS6-9JF","https://en.wikipedia.org/wiki/Alfred_R._Page"
"Q16030498","LYX9-SNB","https://en.wikipedia.org/wiki/Hugh_Mills_(politician)"
"Q16058470","L184-RXH",NA
"Q16059009","LHTZ-RYG","https://en.wikipedia.org/wiki/Marshall_Eugene_DeWolfe"
"Q16062676","94LM-SB6","https://en.wikipedia.org/wiki/Percy_Bolingbroke_St_John"
"Q16066937","9WWM-CM9","https://en.wikipedia.org/wiki/Edna_H._Fawcett"
"Q16067666","LH6D-TYK","https://en.wikipedia.org/wiki/Lewis_Landes"
"Q16105067","G8K3-3RP","https://en.wikipedia.org/wiki/Ivan_Dryer"
"Q16198114","K4N3-QJ1","https://en.wikipedia.org/wiki/Redcliffe_Salaman"
"Q16198882","GJ5L-JQR","https://en.wikipedia.org/wiki/Nathan_Boya"
"Q16211871","K2ZW-LJ3","https://en.wikipedia.org/wiki/John_Colvin_(engineer)"
"Q16240988","LXQ9-P45","https://en.wikipedia.org/wiki/Paul_Carrington_(judge)"
"Q16488315","GWQ6-YLD",NA
"Q16546677","K854-FN8","https://en.wikipedia.org/wiki/Nina_Salaman"
"Q16866265","9SQ8-KBR",NA
"Q16866627","L5J5-Q57","https://en.wikipedia.org/wiki/Walter_J._Little"
"Q16940284","GMZT-3XV",NA
"Q16971801","LC5H-GS6","https://en.wikipedia.org/wiki/Thomas_J._Bray"
"Q16983185","LZ2X-2G3","https://en.wikipedia.org/wiki/Willie_Hammerstein"
